,# YTID,start_seconds,end_seconds,positive_labels,label_names
3648,7ezEF7-FN0g,40.0,50.0,"""/m/03kmc9,/m/0dgbq""",Siren | Civil defense siren
3649,7f4Xh502cu8,90.0,100.0,"""/m/09x0r,/m/0dv3j""",Speech | Boiling
3650,7fAxjx6m_Ak,10.0,20.0,"""/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk""","Cat | Domestic animals, pets | Caterwaul | Animal"
3651,7feRrqB4AvM,60.0,70.0,"""/m/04rlf,/m/09x0r,/m/0g6b5""",Music | Speech | Fireworks
3652,7fsUq4smsKU,420.0,430.0,"""/m/07qnq_y,/m/09x0r""","Thump, thud | Speech"
3653,7g2YcKAGiMM,440.0,450.0,"""/m/01w250""",Whistling
3654,7g6lAuznO3s,80.0,90.0,"""/m/09x0r,/m/0c2wf""",Speech | Typewriter
3655,7gJBTH8fa0Y,30.0,40.0,"""/m/0j2kx""",Waterfall
3656,7gJeHNrtHh0,30.0,40.0,"""/m/07qw_06""","Wail, moan"
3657,7gPNQn6-Ri0,280.0,290.0,"""/m/04cvmfc""",Roar
3658,7gZqP4-Y0Cw,10.0,20.0,"""/m/032s66,/m/073cg4""","Gunshot, gunfire | Cap gun"
3659,7gd0ZHHmLGw,40.0,50.0,"""/m/018w8""",Basketball bounce
3660,7gqGqbzLpZE,30.0,40.0,"""/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136""","Domestic animals, pets | Howl | Bow-wow | Dog | Animal | Whimper (dog)"
3661,7h6nTyP7d9o,590.0,600.0,"""/m/04rlf,/t/dd00037""",Music | Scary music
3662,7hDS0w1VZQ8,21.0,31.0,"""/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk""","Horse | Music | Neigh, whinny | Speech | Animal"
3663,7i9sTFnZ0p0,30.0,40.0,"""/m/02rtxlg,/m/09x0r""",Whispering | Speech
3664,7iIJJUSz4k8,100.0,110.0,"""/m/07phhsh""",Rumble
3665,7iMJ1AcnH4s,0.0,8.0,"""/m/07qwyj0""",Rustle
3666,7iN8UMq_7JQ,110.0,120.0,"""/m/01x3z,/t/dd00125""","Clock | Inside, small room"
3667,7i_-4Zp_Ws4,0.0,10.0,"""/m/032n05""",Whale vocalization
3668,7iyRkyHjsTE,30.0,40.0,"""/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk""","Cat | Music | Domestic animals, pets | Caterwaul | Speech | Animal"
3669,7jTObjlBPeI,10.0,20.0,"""/m/04rlf,/m/07pxg6y""",Music | Eruption
3670,7jgUDd8cDXo,0.0,10.0,"""/m/01w250""",Whistling
3671,7jzi2mrfUUQ,80.0,90.0,"""/m/07rkbfh,/m/09x0r""",Chatter | Speech
3672,7k3M0pQvzhY,200.0,210.0,"""/m/02bxd,/m/04rlf,/m/04szw,/m/09x0r""",Didgeridoo | Music | Musical instrument | Speech
3673,7kEeYQx2VLE,0.0,10.0,"""/m/0140xf,/m/02mscn,/m/04rlf,/m/05r5wn""",Christmas music | Christian music | Music | Rattle (instrument)
3674,7kIhJzeWnJE,110.0,120.0,"""/m/02l6bg,/m/02mk9,/t/dd00128""","Propeller, airscrew | Engine | Outside, urban or manmade"
3675,7kKlbwXdBDQ,30.0,40.0,"""/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136""","Domestic animals, pets | Dog | Animal | Whimper (dog)"
3676,7kSnT29G2AQ,340.0,350.0,"""/m/07sq110""",Belly laugh
3677,7kXIkaDvT44,140.0,150.0,"""/m/0j2kx""",Waterfall
3678,7ktEuMGYbN4,150.0,160.0,"""/m/04fgwm,/m/09x0r,/t/dd00125""","Electric toothbrush | Speech | Inside, small room"
3679,7kunY1_UlkA,100.0,110.0,"""/m/07rdhzs""","Whack, thwack"
3680,7lI4Z6_twLg,50.0,60.0,"""/m/0463cq4,/m/09x0r""","Crying, sobbing | Speech"
3681,7lV4IvuW2lk,410.0,420.0,"""/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md""",Drum | Drum kit | Drum roll | Rimshot | Snare drum | Bass drum | Percussion
3682,7lewRHqq7zI,30.0,40.0,"""/m/04rlf,/m/04rzd""",Music | Mandolin
3683,7lyqru6t1SQ,280.0,290.0,"""/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j,/t/dd00128""","Vehicle | Speech | Traffic noise, roadway noise | Car | Outside, urban or manmade"
3684,7m3weCN5JGQ,150.0,160.0,"""/m/0326g,/m/04rlf""",Flamenco | Music
3685,7m6w6NH5RaY,30.0,40.0,"""/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk""","Cat | Domestic animals, pets | Caterwaul | Speech | Animal"
3686,7mDuM87ihdc,520.0,530.0,"""/m/07phxs1,/m/07rv4dm""",Ding | Clang
3687,7mGVgQhMQCE,30.0,40.0,"""/m/03qtwd,/m/053hz1,/t/dd00135""",Crowd | Cheering | Children shouting
3688,7mp2S19k7as,40.0,50.0,"""/m/03qtwd,/m/053hz1,/t/dd00135""",Crowd | Cheering | Children shouting
3689,7mqAY2N9d5o,30.0,40.0,"""/m/07pb8fc,/t/dd00067""",Idling | Heavy engine (low frequency)
3690,7nrOZXbpXBo,110.0,120.0,"""/m/03q5t,/m/05148p4""",Harpsichord | Keyboard (musical)
3691,7oGd1ucd8r0,10.0,20.0,"""/m/05zppz,/m/07qb_dv,/m/09x0r""","Male speech, man speaking | Scratch | Speech"
3692,7oK4d4SdSa8,50.0,60.0,"""/m/04rmv,/m/0jbk""",Mouse | Animal
3693,7oX8vXI8oW8,140.0,150.0,"""/m/04rlf,/t/dd00036""",Music | Angry music
3694,7o_n7rdj8Vs,0.0,10.0,"""/m/07qqyl4""",Boom
3695,7oa5-ALkGY4,60.0,70.0,"""/m/04gxbd""","Power windows, electric windows"
3696,7od0uOQyncc,320.0,330.0,"""/m/023vsd,/m/07pdjhy""",Sanding | Rub
3697,7oekZP4wr2Y,320.0,330.0,"""/m/07qfgpx""","Jingle, tinkle"
3698,7ofma5684ds,230.0,240.0,"""/m/06bxc""",Rapping
3699,7ogsOyfHZks,100.0,110.0,"""/m/02x984l""",Mechanical fan
3700,7oxagz-I-ag,140.0,150.0,"""/m/03wvsk""",Hair dryer
3701,7oyIFjYsk7U,80.0,90.0,"""/m/01x3z""",Clock
3702,7p4-mAqt6NI,80.0,90.0,"""/m/0cj0r,/m/0ytgt""","Pink noise | Child speech, kid speaking"
3703,7pNq-KYg8QE,30.0,40.0,"""/m/04rlf,/m/0m0jc""",Music | Electronica
3704,7pYavsK9sPg,140.0,150.0,"""/m/0164x2,/m/04rlf""",Music of Africa | Music
3705,7pbZPYKcXb8,30.0,40.0,"""/m/01j4z9""",Chainsaw
3706,7pm92HDP1aI,30.0,40.0,"""/m/02fxyj""",Humming
3707,7pnH_TUtXeQ,70.0,80.0,"""/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c""","Subway, metro, underground | Railroad car, train wagon | Rail transport | Train | Clickety-clack"
3708,7pzUYFtzVjs,30.0,40.0,"""/m/0brhx""",Speech synthesizer
3709,7q-Fzq-OZNk,520.0,530.0,"""/m/0j6m2""",Stream
3710,7q65Wybimvs,30.0,40.0,"""/m/01z5f,/m/04rlf,/m/07qf0zm,/m/09x0r,/m/0jbk""","Canidae, dogs, wolves | Music | Howl | Speech | Animal"
3711,7qCakj3VLW4,40.0,50.0,"""/m/0d31p""",Vacuum cleaner
3712,7qWP4ShZNyU,130.0,140.0,"""/m/07phxs1,/m/07rv4dm""",Ding | Clang
3713,7qWiBG8N10A,30.0,40.0,"""/m/04rlf,/m/05zppz""","Music | Male speech, man speaking"
3714,7qaDquMlJzY,30.0,40.0,"""/m/04rlf,/t/dd00031,/t/dd00034""",Music | Happy music | Tender music
3715,7qsorQuWQAY,110.0,120.0,"""/m/09x0r,/m/0lyf6""",Speech | Breathing
3716,7rVjlroRQ64,30.0,40.0,"""/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092""","Boat, Water vehicle | Wind | Ship | Wind noise (microphone)"
3717,7reY8OyYmLI,60.0,70.0,"""/m/04rlf,/m/06w87""","Music | Steel guitar, slide guitar"
3718,7rk62G1WyG8,30.0,40.0,"""/m/02zsn,/m/09x0r""","Female speech, woman speaking | Speech"
3719,7rl2lvAiOf0,260.0,270.0,"""/m/03vt0,/m/09f96,/m/0h2mp""","Insect | Mosquito | Fly, housefly"
3720,7s2u7ByFlBw,40.0,50.0,"""/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c""","Railroad car, train wagon | Train whistle | Rail transport | Steam whistle | Steam | Train | Hiss | Clickety-clack"
3721,7sDj5urnUoI,60.0,70.0,"""/m/07sq110""",Belly laugh
3722,7sEqD9pB1nI,70.0,80.0,"""/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038""",Rain | Thunderstorm | Thunder | Rain on surface
3723,7sLdN_5g_nk,250.0,260.0,"""/m/09t49,/m/09x0r""",Rustling leaves | Speech
3724,7sOscRwq_98,390.0,400.0,"""/m/01z7dr""",Video game music
3725,7sSDrDQ0VEU,540.0,550.0,"""/m/01glhc,/m/02sgy,/m/04rlf""",Tapping (guitar technique) | Electric guitar | Music
3726,7sU0jAHPJG0,18.0,28.0,"""/m/032s66,/m/073cg4""","Gunshot, gunfire | Cap gun"
3727,7t7RfDh-YKA,20.0,30.0,"""/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk""","Canidae, dogs, wolves | Domestic animals, pets | Pant | Dog | Animal"
3728,7tFWFDnAq98,30.0,40.0,"""/m/06hps""","Rodents, rats, mice"
3729,7tXt-i8NpOI,10.0,20.0,"""/m/01j3sz,/m/02yds9,/m/09x0r""",Laughter | Purr | Speech
3730,7u26P6nRHDs,22.0,32.0,"""/m/04rlf,/m/07qcpgn""",Music | Tap
3731,7uKkUTml-DA,260.0,270.0,"""/m/015lz1,/m/015vgc,/m/01p970,/m/04rlf,/m/0ggq0m""",Singing | Carnatic music | Tabla | Music | Classical music
3732,7udNv6dZTnk,50.0,60.0,"""/m/0130jx,/m/07r5v4s""",Sink (filling or washing) | Drip
3733,7ukuYcZrwX0,30.0,40.0,"""/m/07pl1bw,/m/083vt""",Splinter | Wood
3734,7v4HKB17S5U,70.0,80.0,"""/m/09x0r,/t/dd00013""",Speech | Children playing
3735,7v51jrS0aWw,80.0,90.0,"""/m/07q6cd_""",Squeak
3736,7v6CK53SyKQ,30.0,40.0,"""/m/07s34ls""",Whir
3737,7vC1iriZlX8,180.0,190.0,"""/m/0l14t7""",Singing bowl
3738,7vJRrYCozGk,10.0,20.0,"""/m/07szfh9""",Cacophony
3739,7vLJWEBWbYg,340.0,350.0,"""/m/07p7b8y""",Fill (with liquid)
3740,7vVUuo4k2X8,20.0,30.0,"""/m/015p6,/m/04rlf,/m/04s8yn,/m/07s02z0,/m/09x0r""",Bird | Music | Crow | Squeal | Speech
3741,7vfBeFxBegs,180.0,190.0,"""/m/04rlf,/m/06w87""","Music | Steel guitar, slide guitar"
3742,7vp4IKHCjJM,440.0,450.0,"""/m/019jd,/m/056ks2""","Boat, Water vehicle | Rowboat, canoe, kayak"
3743,7vsJm1Yw0Gc,30.0,40.0,"""/t/dd00134""",Car passing by
3744,7wIOLRmm-kg,240.0,250.0,"""/m/07r5v4s,/t/dd00128""","Drip | Outside, urban or manmade"
3745,7wJc_LpV8E4,30.0,40.0,"""/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk""","Canidae, dogs, wolves | Domestic animals, pets | Howl | Speech | Dog | Animal"
3746,7wXfKPtFNpE,30.0,40.0,"""/m/0c2wf""",Typewriter
3747,7wfM1zUa_zo,30.0,40.0,"""/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk""","Horse | Neigh, whinny | Clip-clop | Speech | Animal"
3748,7wiPgXr8zyI,30.0,40.0,"""/m/04rlf,/m/05rwpb,/m/06j64v,/m/0l14gg,/t/dd00034""",Music | Independent music | Middle Eastern music | Soundtrack music | Tender music
3749,7x2WAveirQg,260.0,270.0,"""/m/04rlf,/m/0fd3y""",Music | Ambient music
3750,7xBvpl8hYQE,20.0,30.0,"""/m/02cjck,/m/03r5q_,/m/04rlf""",Theme music | Jingle (music) | Music
3751,7xD_Ib3VS_w,30.0,40.0,"""/m/018vs,/m/01jnbd,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y""",Bass guitar | Echo | Guitar | Acoustic guitar | Music | Musical instrument | Plucked string instrument
3752,7xwp-c2wefM,30.0,40.0,"""/m/07yv9,/m/09x0r,/t/dd00066""",Vehicle | Speech | Medium engine (mid frequency)
3753,7y3sSyCrWhk,90.0,100.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
3754,7y6SMvFdov8,0.0,10.0,"""/m/0261r1,/m/09x0r""",Babbling | Speech
3755,7yJuOYBffGY,30.0,40.0,"""/m/05lls""",Opera
3756,7yayzo0VX6E,30.0,40.0,"""/m/0155w,/m/04rlf""",Blues | Music
3757,7ym-LzgwSPE,20.0,30.0,"""/m/01v1d8,/m/02lkt,/m/04rlf,/m/0m0jc""",Sampler | Electronic music | Music | Electronica
3758,7yp-lTkiEsw,30.0,40.0,"""/m/0j6m2""",Stream
3759,7z2HQGq_eKE,9.0,19.0,"""/m/07q0yl5""",Snort
3760,7zP5kNyDn88,30.0,40.0,"""/m/02p0sh1,/m/03_d0,/m/04rlf""",Traditional music | Jazz | Music
3761,7zoE-WJ0L2A,30.0,40.0,"""/m/09t49,/m/09x0r""",Rustling leaves | Speech
3762,7zwLdPRDU94,590.0,600.0,"""/m/028v0c,/m/09x0r,/t/dd00125""","Silence | Speech | Inside, small room"
3763,8-Qtd6RhfVA,60.0,70.0,"""/m/0brhx""",Speech synthesizer
3764,8-ZNPMhOZYY,30.0,40.0,"""/m/04rlf,/m/0b9m1""",Music | Harmonic
3765,8018a8EPQ3s,110.0,120.0,"""/m/02p3nc,/m/09x0r""",Hiccup | Speech
3766,807jCaxmAOI,20.0,30.0,"""/m/05lls""",Opera
3767,80B6M7EuV0w,350.0,360.0,"""/m/07plz5l""",Sigh
3768,80C4GZenjZY,30.0,40.0,"""/m/04rlf,/m/0790c""",Music | Sonar
3769,80OdB3qQyLU,0.0,10.0,"""/m/04rzd""",Mandolin
3770,80bmu3Q8LVk,540.0,550.0,"""/m/02p3nc,/m/09x0r""",Hiccup | Speech
3771,80samHs909Y,10.0,20.0,"""/m/01j3sz,/m/07p6fty,/m/09x0r""",Laughter | Shout | Speech
3772,81-uERZml1w,10.0,20.0,"""/m/012ndj,/m/03j1ly,/m/03kmc9""","Fire engine, fire truck (siren) | Emergency vehicle | Siren"
3773,81QPmuAh1K8,50.0,60.0,"""/m/07phxs1,/m/07rv4dm""",Ding | Clang
3774,81Vzxng5iNA,30.0,40.0,"""/m/04rlf,/m/0l14gg""",Music | Soundtrack music
3775,81a39gW9Tik,120.0,130.0,"""/m/039jq,/m/09x0r""",Glass | Speech
3776,81c2NPdO-xY,30.0,40.0,"""/m/07pl1bw,/m/07plct2,/m/083vt""",Splinter | Crushing | Wood
3777,81m3A2ciruY,10.0,20.0,"""/m/0939n_,/m/09x0r""",Gargling | Speech
3778,81vJ4-5ToUg,30.0,40.0,"""/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00130""","Engine | Accelerating, revving, vroom | Vehicle | Engine starting"
3779,81xMhkd8lCI,40.0,50.0,"""/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk""","Cat | Purr | Domestic animals, pets | Animal"
3780,827m22F9UOo,120.0,130.0,"""/m/07ppn3j,/t/dd00125""","Sniff | Inside, small room"
3781,82BF5IrC07w,30.0,40.0,"""/m/07pl1bw,/m/083vt""",Splinter | Wood
3782,82BJ6Fe3ZTo,260.0,270.0,"""/m/04rlf,/m/07gxw,/m/07lnk""",Music | Techno | Trance music
3783,82C3NRXggGk,30.0,40.0,"""/m/068hy,/m/07r_k2n,/m/09x0r,/m/0jbk""","Domestic animals, pets | Yip | Speech | Animal"
3784,82CcPYM4dk4,30.0,40.0,"""/m/04rlf,/m/07pkxdp""",Music | Lullaby
3785,82EHZ4_pTps,30.0,40.0,"""/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk""","Cat | Music | Domestic animals, pets | Meow | Speech | Animal"
3786,83IJft_3Z4E,6.0,16.0,"""/m/07p_0gm""",Throbbing
3787,83W_DUSS830,410.0,420.0,"""/m/05rj2,/m/09x0r""",Shuffling cards | Speech
3788,83qEShAOlg8,100.0,110.0,"""/m/04rlf,/m/0ln16""",Music | Salsa music
3789,83rxTYKA3Eo,10.0,20.0,"""/m/015lz1,/m/0z9c""",Singing | A capella
3790,83s389HHKck,30.0,40.0,"""/m/04rlf,/m/07pkxdp""",Music | Lullaby
3791,84-xFJ-Trtg,360.0,370.0,"""/m/07ptfmf,/m/0dxrf""",Stir | Frying (food)
3792,8430QfEUpWo,260.0,270.0,"""/m/03qtwd,/m/053hz1,/t/dd00135""",Crowd | Cheering | Children shouting
3793,845X9JEGzsU,30.0,40.0,"""/m/06h7j,/m/09x0r,/m/0jbk,/t/dd00129""","Run | Speech | Animal | Outside, rural or natural"
3794,84A7-8dN0S4,30.0,40.0,"""/m/07r_k2n,/m/09x0r""",Yip | Speech
3795,84Ib7tlLuXk,360.0,370.0,"""/m/01v1d8""",Sampler
3796,84erydZ0Nfc,0.0,10.0,"""/m/02g901""","Electric shaver, electric razor"
3797,84tuGBEaAWk,20.0,30.0,"""/m/0hdsk""",Chirp tone
3798,84ytcAkea7w,140.0,150.0,"""/m/06hck5,/m/06wzb,/m/07rjwbb,/m/0l156k""",Steam whistle | Steam | Hiss | Whistle
3799,84zchlYA-8A,0.0,10.0,"""/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t""","Fowl | Crowing, cock-a-doodle-doo | Cluck | Chicken, rooster"
3800,85AiyhcNh0M,300.0,310.0,"""/m/0642b4""",Cupboard open or close
3801,85OY8T4UCkw,6.0,16.0,"""/m/04rlf,/m/07qsvvw,/m/09x0r""","Music | Burst, pop | Speech"
3802,85OkNNiEJ44,30.0,40.0,"""/m/09x0r,/m/0fx9l""",Speech | Microwave oven
3803,86FHP_bwdBM,17.0,27.0,"""/m/02dgv,/m/07rjzl8""",Door | Slam
3804,86L-FBhorhA,30.0,40.0,"""/m/07qsvvw""","Burst, pop"
3805,86YDiQjYU1U,40.0,50.0,"""/m/01kcd,/m/0319l,/m/07c6l,/m/07gql""",Brass instrument | French horn | Trombone | Trumpet
3806,86ocByf5Kao,0.0,10.0,"""/m/05rj2""",Shuffling cards
3807,87-FmjxcFMs,80.0,90.0,"""/m/04rlf,/m/07p7b8y,/m/09x0r,/t/dd00125""","Music | Fill (with liquid) | Speech | Inside, small room"
3808,8774DAut-W4,30.0,40.0,"""/m/04rlf,/m/07xzm""",Music | Ukulele
3809,87IhSY4r2DY,0.0,10.0,"""/m/07s12q4,/m/0c1dj""",Crunch | Sound effect
3810,87bG7NseLlU,110.0,120.0,"""/m/07ptzwd,/m/0838f""",Pump (liquid) | Water
3811,88GG7R6-f9Q,130.0,140.0,"""/m/0dl83""",Arrow
3812,88GlJOx-Lns,140.0,150.0,"""/m/015lz1,/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00127""","Singing | Music | Chatter | Speech | Inside, public space"
3813,88N7BJ1IHkE,280.0,290.0,"""/m/06_y0by,/m/09x0r""",Environmental noise | Speech
3814,88nxoLgi1sE,30.0,40.0,"""/m/02x984l,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00128""","Mechanical fan | Domestic animals, pets | Dog | Animal | Outside, urban or manmade"
3815,89AAdV4lkag,70.0,80.0,"""/m/01rd7k,/m/025rv6n,/m/07svc2k""",Turkey | Fowl | Gobble
3816,89DYioGt-QU,29.0,39.0,"""/m/04rlf,/t/dd00034""",Music | Tender music
3817,89LhCOx_9gc,10.0,20.0,"""/m/02c8p,/m/09x0r,/t/dd00125""","Telephone dialing, DTMF | Speech | Inside, small room"
3818,89QvaK9Zffc,200.0,210.0,"""/m/07sr1lc""",Yell
3819,89cgiPVJZ_4,0.0,10.0,"""/m/07qyrcz,/m/09x0r""",Plop | Speech
3820,89diUzrtgrw,120.0,130.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
3821,89eBh_Djflw,240.0,250.0,"""/m/015lz1,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/t/dd00125""","Singing | Effects unit | Guitar | Music | Musical instrument | Chorus effect | Plucked string instrument | Inside, small room"
3822,89hj7G1AWYY,30.0,40.0,"""/m/032s66,/m/04zjc""","Gunshot, gunfire | Machine gun"
3823,89jNY3OEsig,21.0,31.0,"""/m/019jd,/m/02rlv9""","Boat, Water vehicle | Motorboat, speedboat"
3824,8AIKets-Q3Q,180.0,190.0,"""/m/04rlf,/m/07qqyl4""",Music | Boom
3825,8AJGu3aOl2w,30.0,40.0,"""/m/03_d0,/m/04rlf,/m/05r6t,/m/064t9,/m/0dl5d,/m/0dls3""",Jazz | Music | Punk rock | Pop music | Progressive rock | Grunge
3826,8AKl3rK3GKg,30.0,40.0,"""/m/09x0r,/m/0dv3j,/t/dd00125""","Speech | Boiling | Inside, small room"
3827,8AUFswKGF7A,7.0,17.0,"""/m/07qn4z3,/m/09x0r""",Rattle | Speech
3828,8AekYo58E0Q,140.0,150.0,"""/m/0316dw""",Typing
3829,8ArMxIiZ5eM,30.0,40.0,"""/m/02dgv,/m/09x0r""",Door | Speech
3830,8B32v_APxZg,90.0,100.0,"""/m/01hsr_,/m/09x0r""",Sneeze | Speech
3831,8B3cEMueaDc,250.0,260.0,"""/m/02_41""",Fire
3832,8BDtUe8lgLE,20.0,30.0,"""/m/01qbl,/m/03qtq""",Cymbal | Hi-hat
3833,8BWIswlMEm8,140.0,150.0,"""/m/04rlf,/m/07pws3f""",Music | Bang
3834,8Bcmyjk3TYk,220.0,230.0,"""/m/07qwyj0,/m/0ngt1""",Rustle | Thunder
3835,8BnuWKVAUZI,40.0,50.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
3836,8BqAIp1Blkc,390.0,400.0,"""/m/025_jnm,/m/09x0r,/t/dd00125""","Finger snapping | Speech | Inside, small room"
3837,8Bu8CkR1xZY,270.0,280.0,"""/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y""",Tapping (guitar technique) | Electric guitar | Guitar | Music | Musical instrument | Speech | Plucked string instrument
3838,8C2Vd4RPLDo,30.0,40.0,"""/m/07s02z0""",Squeal
3839,8CCSPJ2PMuE,0.0,10.0,"""/m/04rlf,/m/07xzm""",Music | Ukulele
3840,8CHNVBfzZhQ,240.0,250.0,"""/m/07qc9xj,/m/09x0r""",Clicking | Speech
3841,8CSEdu59kss,180.0,190.0,"""/m/0145m,/m/04rlf""",Afrobeat | Music
3842,8CW9y10BOwQ,30.0,40.0,"""/m/07pczhz""",Chop
3843,8CtGons_X48,30.0,40.0,"""/m/03m9d0z,/m/06mb1,/t/dd00038,/t/dd00092""",Wind | Rain | Rain on surface | Wind noise (microphone)
3844,8D4L97zM7x4,60.0,70.0,"""/m/032s66,/m/04zjc""","Gunshot, gunfire | Machine gun"
3845,8DNABRM6e_8,0.0,10.0,"""/m/09x0r,/m/0k65p,/m/0ytgt""","Speech | Hands | Child speech, kid speaking"
3846,8DQbnR7hwpc,30.0,40.0,"""/m/03m5k,/m/07y_7,/m/0d8_n,/m/0l14_3""","Harp | Violin, fiddle | Pizzicato | Bowed string instrument"
3847,8DTKCAv9ods,280.0,290.0,"""/m/085jw,/m/0l14l2""","Wind instrument, woodwind instrument | Shofar"
3848,8DU-J83TMfA,30.0,40.0,"""/m/02g901""","Electric shaver, electric razor"
3849,8DaEd5KbnnA,80.0,90.0,"""/m/03j1ly,/m/03kmc9,/m/04qvtq""",Emergency vehicle | Siren | Police car (siren)
3850,8Dal8T4gb60,60.0,70.0,"""/m/07p7b8y,/m/0838f""",Fill (with liquid) | Water
3851,8DvUWo9Zxzk,160.0,170.0,"""/m/0199g,/m/03vt0,/m/07yv9,/t/dd00129""","Bicycle | Insect | Vehicle | Outside, rural or natural"
3852,8EIs_fAUoYQ,20.0,30.0,"""/m/0dl83""",Arrow
3853,8ETP3TkyWBo,30.0,40.0,"""/m/04rlf,/t/dd00032""",Music | Funny music
3854,8Es9SUECPlc,30.0,40.0,"""/m/03vt0,/m/09f96,/m/0h2mp""","Insect | Mosquito | Fly, housefly"
3855,8Euw-N5tvPc,11.0,21.0,"""/m/07sx8x_""",Squawk
3856,8EzO28bSdw0,20.0,30.0,"""/m/01yg9g""",Lawn mower
3857,8FP6CNmaGgM,30.0,40.0,"""/m/04rlf,/m/07qsvvw""","Music | Burst, pop"
3858,8FYoIwYkoWY,190.0,200.0,"""/m/06mb1,/t/dd00038""",Rain | Rain on surface
3859,8FZb_R2UANY,90.0,100.0,"""/m/04rlf,/t/dd00034""",Music | Tender music
3860,8Fn8eK87-Ok,30.0,40.0,"""/m/024dl,/m/04rlf""",Cash register | Music
3861,8Fz3nYhATfQ,240.0,250.0,"""/m/02p01q""",Filing (rasp)
3862,8G3BkCpyYLA,30.0,40.0,"""/m/02rhddq,/m/09x0r""",Reversing beeps | Speech
3863,8G7yuKhkELs,30.0,40.0,"""/m/02_nn""",Fart
3864,8GjYCzblAWs,220.0,230.0,"""/m/01v_m0,/m/0hdsk""",Sine wave | Chirp tone
3865,8GlYa7-jfR0,160.0,170.0,"""/m/01c194,/m/04rlf""",Mantra | Music
3866,8HA3zVZ_g4Y,120.0,130.0,"""/m/06_fw,/m/09x0r""",Skateboard | Speech
3867,8HHrlxQuZKE,60.0,70.0,"""/m/0gywn""",Soul music
3868,8HQE8pC-OjU,9.0,19.0,"""/m/07st88b,/m/09ld4""",Croak | Frog
3869,8HXqsTTG2AA,30.0,40.0,"""/m/025_jnm""",Finger snapping
3870,8HZgfbmKhfE,70.0,80.0,"""/m/03cl9h,/m/07yv9,/m/09x0r""","Ice cream truck, ice cream van | Vehicle | Speech"
3871,8HdKHSXAFYQ,120.0,130.0,"""/m/04rlf,/m/06_fw,/m/09x0r""",Music | Skateboard | Speech
3872,8HzrDOIOJI8,5.0,15.0,"""/m/04rlf,/t/dd00018""",Music | Oink
3873,8Ij3MzfyBxY,1.0,11.0,"""/m/07st88b,/m/09ld4""",Croak | Frog
3874,8JL_9_tooV8,30.0,40.0,"""/m/04rlf,/m/07pjwq1,/m/09x0r""",Music | Buzz | Speech
3875,8JPg-X0BOyQ,260.0,270.0,"""/m/0ln16""",Salsa music
3876,8JWqumczZ-k,20.0,30.0,"""/m/0z9c""",A capella
3877,8JY9zII10CI,0.0,8.0,"""/m/0c1dj""",Sound effect
3878,8JZBSKvsG1U,30.0,40.0,"""/m/04rlf,/m/07pjwq1,/m/09x0r""",Music | Buzz | Speech
3879,8JljQeDk8cY,300.0,310.0,"""/m/02_nn""",Fart
3880,8JmnE2C3Mqw,0.0,10.0,"""/m/07ppn3j""",Sniff
3881,8Jxf59gaA_k,30.0,40.0,"""/m/04rlf,/m/07s8j8t,/m/07sbbz2""",Music | Roll | Rock and roll
3882,8KIoQ2HZ0Hg,10.0,20.0,"""/m/02bxd,/m/04rlf""",Didgeridoo | Music
3883,8KUV2TFTpGo,410.0,420.0,"""/m/01lyv,/m/04rlf""",Country | Music
3884,8KgtQHbQnDk,60.0,70.0,"""/m/0b9m1""",Harmonic
